timestamp,vehicle_id,operational_regime,current_node,speed_mph,fuel_pct,dwell_min,burn_rate,risk_score,backlog_depth,is_corrupted
2026-09-01T00:00:00+00:00,TRUCK_ASSET_101,NOMINAL,DEPOT_NORTH,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T00:00:00+00:00,TRUCK_ASSET_102,NOMINAL,HUB_CENTRAL,65.0,85.0,0.0,0.23076923076923078,0.072,0,False
2026-09-01T00:30:00+00:00,TRUCK_ASSET_101,NOMINAL,DEPOT_NORTH,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T00:30:00+00:00,TRUCK_ASSET_102,NOMINAL,HUB_CENTRAL,65.0,85.0,0.0,0.23076923076923078,0.072,0,False
2026-09-01T01:00:00+00:00,TRUCK_ASSET_101,NOMINAL,DEPOT_NORTH,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T01:00:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,65.0,85.0,0.0,0.23076923076923078,0.072,0,False
2026-09-01T01:30:00+00:00,TRUCK_ASSET_101,NOMINAL,HUB_CENTRAL,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T01:30:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,58.0,85.0,0.0,0.25862068965517243,0.072,0,False
2026-09-01T02:00:00+00:00,TRUCK_ASSET_101,NOMINAL,HUB_CENTRAL,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T02:00:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,58.0,85.0,0.0,0.25862068965517243,0.072,0,False
2026-09-01T02:30:00+00:00,TRUCK_ASSET_101,NOMINAL,HUB_CENTRAL,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T02:30:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,58.0,85.0,0.0,0.25862068965517243,0.072,0,False
2026-09-01T03:00:00+00:00,TRUCK_ASSET_101,NOMINAL,HUB_CENTRAL,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T03:00:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,58.0,85.0,0.0,0.25862068965517243,0.072,0,False
2026-09-01T03:30:00+00:00,TRUCK_ASSET_101,NOMINAL,HUB_CENTRAL,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T03:30:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,58.0,85.0,0.0,0.25862068965517243,0.072,0,False
2026-09-01T04:00:00+00:00,TRUCK_ASSET_101,NOMINAL,HUB_CENTRAL,65.0,100.0,0.0,0.0,0.03,0,False
2026-09-01T04:00:00+00:00,TRUCK_ASSET_102,NOMINAL,TERMINAL_SOUTH,58.0,85.0,0.0,0.25862068965517243,0.072,0,False
